Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
FBP1,"Fructose-1,6-bisphosphatase 1","Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,27907,1531,1.37 [1.30-1.45],4.4587311789856695e-30
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter IX Diseases of the circulatory system,Death due to cardiac causes,26350,6170,1.08 [1.05-1.11],7.521924685311857e-07
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter IX Diseases of the circulatory system,Hypertension,26945,5023,1.10 [1.07-1.14],5.681235421427683e-09
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter IX Diseases of the circulatory system,"Hypertension, essential",26962,5040,1.10 [1.07-1.14],6.542880539684739e-09
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter IX Diseases of the circulatory system,"Hypertension, portal",28170,60,1.97 [1.58-2.46],1.554275301926159e-09
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter IX Diseases of the circulatory system,Oesophageal varices,27009,41,2.18 [1.72-2.77],1.1990072781435888e-10
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,27578,49,1.61 [1.22-2.12],0.0007652509573062
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",28179,384,1.51 [1.36-1.67],2.0794989226603936e-14
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter V Mental and behavioural disorders,Any mental disorder,27572,3760,1.07 [1.03-1.11],0.0003600605826944
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",28117,457,1.43 [1.29-1.58],1.96740256116013e-12
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",25524,1712,1.12 [1.06-1.18],7.270097686286793e-05
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",25613,1801,1.15 [1.09-1.22],7.14539400233314e-07
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",28268,243,1.37 [1.19-1.56],6.738795059560515e-06
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter X Diseases of the respiratory system,Diseases of the respiratory system,26373,4373,1.08 [1.04-1.12],4.800736659891198e-05
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter X Diseases of the respiratory system,Pneumothorax,26947,65,1.61 [1.25-2.07],0.0002134050953168
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,Alcoholic liver disease,27537,85,2.23 [1.88-2.64],4.2050998266539796e-20
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,Chronic pancreatitis,26590,41,1.81 [1.35-2.43],8.095353239164692e-05
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",28191,81,2.24 [1.88-2.67],1.7641000175787877e-19
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,Diseases of liver,28221,769,1.48 [1.38-1.60],2.300129876410377e-25
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",27820,1271,1.13 [1.06-1.20],0.0003054219889747
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,27556,104,2.30 [1.99-2.67],8.9008251594135e-29
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,28315,402,1.59 [1.45-1.76],7.8484821740033e-21
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,Other diseases of liver,28076,624,1.47 [1.36-1.60],3.683341517544299e-20
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,27536,84,1.71 [1.39-2.10],3.161784297011618e-07
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of continuity of bone,26941,111,1.49 [1.23-1.81],5.636566629137374e-05
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,22089,407,1.28 [1.15-1.43],6.441230029850826e-06
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",28286,397,1.29 [1.15-1.43],5.663025994097235e-06
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,25932,654,1.16 [1.06-1.27],0.0009821944617191
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,23506,1824,1.10 [1.05-1.16],0.0003530602466747
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spinal stenosis,25647,369,1.25 [1.11-1.40],0.00014697871326
FBP1,"Fructose-1,6-bisphosphatase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,27930,149,1.48 [1.24-1.75],7.6135137158918045e-06
